,Title,Rating,Review Date,Review
1204,The New Look Of SoundCloud,4,6/10/2022 10:01,The new look of SoundCloud looks more of a downgrade then an upgrade could u possibly add an option that you could pick which style You would want as your for your personal version of the app
1205,Pretty good,4,5/1/2022 0:59,The app itself is really good and lots of songs but some people in the comments are advertising for inappropriate things and I don’t think that is okay but otherwise I haven’t had any other problems
1206,I love this app but…,5,12/31/2021 3:26,I love this app but all the original songs (not remixed In any way) are pro version of the app and all of Thomas the train theme songs I could find are remixes so please can you change it
1207,Fix downloaded tracks,2,4/25/2022 7:18,"Says not being able to play downloaded tracks is fixed, but it’s still broken. I just want to be able to get what I am paying for. I cannot listen to any of my music the way it is right now because all my favorite tracks are downloaded for offline viewing."
1208,Let us view song descriptions in the app,3,4/24/2022 6:49,I don’t want to launch the web version of SC just to check out the descriptions of songs when it could easily be integrated into the app. Not sure why this isn’t already a thing honestly...if Pandora can do it I don’t see why SC can’t 🤷‍♂️
1209,Quite possibly the worst application in history.,1,2/12/2022 1:15,I have updated both my app and my phone hundreds of times. Deleted and reinstalled. It is literally impossible for me to listen to a single song without the app crashing. It’s unfortunate and honestly inconceivable that in 2022 this is still an issue. I am not able to listen to the artists I want to listen to because of this issue.
1210,This app is amazing but...,4,2/2/2022 0:08,"I love sound-cloud, I’ve been using it for as long as I remember but there’s random times where I get kicked out and I currently am struggling to log into my account because of an error. Is there anyway to fix this?"
1211,This apps amazing,5,12/26/2021 6:24,Lowkey ong no cap frfr this app is amazing don’t have to keep your phone in the app to listen to music it’s easy for people like me who make music to get out there it’s just an amazing app over all love you SoundCloud<3
1212,BEST MUSIC APP,5,10/17/2021 3:15,omg! i am wordless. just download this app. it has everything and you can listen offline FOR FREE!?!? this is not a scam app for some type of fine print crap for an account. i listen to this most of the time daily
1213,Too many ads,2,12/20/2021 6:37,I had this app for 5 years at this point and it was good in the beginning but slowly they kept adding ads and I get its part of their way to make money but THERES TO MANY AT THIS POINT and yea I could just get premium but what the point of that if I can just do Apple Music a app that’s actually made for my phone so yea not worth keeping around anymore
1214,Getting worse,2,12/10/2021 16:34,"The playlist limit used to be 500 songs, but then they changed it to 499, and now its 497… can you please make the limit 500 again or get rid of the limit? And also I would use SoundCloud to listen to unreleased music, but yall keep taking the music down. Could yall also stop taking down songs plz. And LESS ADS ALSO!"
1215,Needs to be on Apple CarPlay,4,11/26/2021 1:45,"Love the app for some time now, love the randomness of songs and excited to find different mixes and mashups. What this app needs to have is be on Apple CarPlay, that’s probably what will get the 5 stars and for me to try the actual subscription."
1216,My review,5,8/1/2021 21:05,"All I have to say is wow!! This app is amazing I love it it has over 4,000 songs ,remixed and slowed songs and you can listen to songs without internet 10/10 I really recommend it ."
1217,Song,4,6/8/2021 6:53,I love this app and for the people that can’t pay their Apple Music bills this his the app for them because it’s free and great Quality I would just like if they would put lyrics with a song but for the most part it I love this app
1218,What happened,3,7/22/2021 18:25,"All of a sudden when a friend sends me a link to SoundCloud it opens in safari instead of the app like it used to. When I press “play in app” it brings me to the App Store to open the app, then when I open it the song or playlist from the link won’t open in the app STILL??"
1219,its good but i just wanna see my total plays in insights,4,6/2/2021 16:37,"i use soundcloud all the time but you guys updated it to where i cant see my total plays in my insights you guys put it to where i only got the choice of seeing how many plays i made on that day, i want to see the total plays for the last 7 days, total plays for the last 30 days, and total plays for the last year also custom range exc. i like to see how many plays i got this week in total not day by day. please fix this thank you"
1220,Great app and free!,5,3/12/2021 4:51,I love this app because it has all of my favorite music in there plus remixes and if you want a chance to become someone great such as a singer and you want to make music this app is it for you!!
1221,Great app,4,5/26/2021 11:26,"I really like SoundCloud and I’ve been using it for a while. The only thing is the comments. The comments are awful. They consist of self promos, advertising fake p**n sites, people just saying the lyrics to the song, people advertising drugs, and the occasional ok comment."
